,Time_index,Frequency,Bandwidth,Amplitude
124,"[124, 124, 124, 124]","[163, 441, 563, 642]","[22.284548039690918, 50.59271992044086, 54.91443640341129, 25.987491429762258]","[0.6995265828901198, 0.6390385728910197, 5.678757949076475, 3.032721747776706]"
125,"[125, 125, 125, 125, 125]","[163, 257, 442, 562, 642]","[24.034531032298418, 39.50750078730064, 45.82582779140239, 60.00795549966085, 25.95769232721318]","[0.7118992454775227, 0.6874835738250616, 0.7481786244909057, 5.968401194641177, 3.1253254193035542]"
126,"[126, 126, 126, 126, 126, 126]","[16, 164, 257, 441, 562, 642]","[6.4512280590745075, 22.820520537049873, 35.34390430824405, 40.12172870494902, 60.64372237509474, 25.68199797485329]","[33.41777026102504, 0.7438776652503296, 0.7515151805134007, 0.7729248958685713, 5.974344666300767, 3.1781303955406317]"
127,"[127, 127, 127, 127, 127, 127]","[18, 164, 256, 441, 562, 642]","[13.762085772925145, 23.11132151869802, 34.42404513389229, 30.48835056350299, 63.13468838932454, 23.512738015436526]","[32.690129818583245, 0.7627826130232254, 0.8201816280591501, 0.829485713797935, 6.02686591612043, 3.342521645320059]"
128,"[128, 128, 128, 128, 128, 128]","[18, 164, 256, 441, 562, 641]","[14.702266670638842, 22.754126077365243, 35.7797761302794, 28.126355615883142, 64.31084108959465, 22.24657386670708]","[33.77544368771141, 0.7797020813512193, 0.8558206292539661, 0.90513154576398, 6.079738430229754, 3.4707463452742795]"
129,"[129, 129, 129, 129, 129, 129]","[18, 164, 256, 440, 563, 640]","[14.28011284585084, 24.839974441774586, 39.33234080822393, 26.003720871010444, 66.18517293145396, 20.425752264151697]","[34.28069977153472, 0.8011327645935625, 0.8458964175893945, 0.9806219047755599, 6.118801557639329, 3.4817702104296195]"
130,"[130, 130, 130, 130, 130]","[18, 164, 304, 440, 564]","[14.431198921759334, 25.755397069016936, 88.05118489632682, 27.11516451573641, 114.22008948161522]","[34.124097089810874, 0.8119578275873485, 0.8365263038751876, 0.9894197404947506, 6.2621056179801435]"
131,"[131, 131, 131, 131, 131]","[17, 165, 304, 442, 566]","[12.723993571151192, 24.637390728441034, 87.98110733178154, 37.14461412193663, 117.08792155543676]","[32.89033164903595, 0.8787342931758704, 0.8850547738804015, 1.0824383886149573, 7.408471774030668]"
132,"[132, 132, 132, 132, 132]","[16, 165, 303, 446, 556]","[11.513479817477728, 23.263875739881144, 83.06377280803378, 40.53095995434535, 120.66642698597605]","[30.621135661083713, 0.9027606342168424, 0.9224509626838646, 1.204351360593557, 7.858705720237172]"
133,"[133, 133, 133, 133, 133]","[14, 164, 302, 448, 551]","[10.241771864690097, 23.83372983221369, 79.69489978957952, 41.56189974106036, 124.47688767323018]","[30.11194596215691, 0.8900891008201828, 0.9322095577441452, 1.2982314582658718, 7.629848227874566]"
134,"[134, 134, 134, 134]","[164, 259, 448, 550]","[23.26280741863988, 83.98425277339663, 37.30318293665101, 126.02503100263004]","[0.9004832071235003, 0.9311181854370102, 1.452870968845766, 7.589918391588204]"
135,"[135, 135, 135, 135]","[164, 259, 448, 550]","[22.903085845375983, 92.70575614964179, 34.228286561579694, 125.41170822445486]","[0.9334082605002357, 0.9323517891767819, 1.680232910817514, 7.6516026697825]"
136,"[136, 136, 136, 136]","[164, 260, 448, 550]","[22.113774085210167, 92.61412478302822, 32.74328036399646, 123.91909525706728]","[0.9802826970840905, 0.9963915674635265, 1.770094356066422, 7.797330906219516]"
137,"[137, 137, 137, 137]","[164, 259, 448, 554]","[22.295249048960244, 88.74853785710226, 30.712051701215955, 115.51127127995437]","[1.0581438927396798, 1.0561315058010854, 1.9882943493044818, 9.442152918888555]"
138,"[138, 138, 138, 138]","[164, 259, 447, 553]","[22.95735414304366, 89.5626900201512, 30.17775797548927, 108.30691239384748]","[1.1280439465677092, 1.0308203598268437, 2.263330116702593, 10.506620117328143]"
139,"[139, 139, 139, 139]","[164, 259, 446, 553]","[22.805216989013957, 92.64911140377731, 30.29295274057381, 108.39955526008544]","[1.1307063886783748, 1.0133665143860067, 2.310601584785158, 10.575753573780872]"
140,"[140, 140, 140, 140]","[164, 258, 446, 552]","[22.166450585961798, 91.69471398184797, 30.236990542914327, 103.58549865992654]","[1.1039995607724382, 1.0289528849000356, 2.2531794126511584, 9.99377747607948]"
141,"[141, 141, 141, 141]","[164, 258, 447, 553]","[21.606129520806462, 92.43015513041985, 29.761760879589815, 105.91837189393743]","[1.098889108514297, 1.0423542331694287, 1.9983895217024326, 8.208571875353062]"
142,"[142, 142, 142, 142]","[164, 296, 447, 554]","[21.45516228222641, 94.61766938540154, 29.809342407031124, 106.62776105278851]","[1.100007892428191, 0.9907824531876839, 1.9258785292620315, 7.886566311777597]"
143,"[143, 143, 143, 143]","[164, 295, 447, 554]","[21.76565304364425, 96.67964443296793, 29.58144213386504, 104.48338188059938]","[1.0966196200997802, 0.9560695169527569, 1.9104256656450185, 8.05336245568457]"
144,"[144, 144, 144, 144]","[164, 291, 447, 553]","[22.153783501554955, 95.36814060833274, 29.267790201281628, 102.4232836376683]","[1.1021369722952858, 0.9234266279646166, 1.8517270869710258, 8.198235643961144]"
145,"[145, 145, 145, 145]","[164, 290, 448, 553]","[21.981894912670242, 96.52694613616254, 29.55401998555169, 100.76294284294283]","[1.0674925837154077, 0.9388772524367384, 1.7808670718177255, 8.244606156150603]"
146,"[146, 146, 146, 146]","[164, 290, 449, 553]","[21.52784978192551, 97.12580358685193, 29.556386637201115, 99.83454143935194]","[1.053114912675363, 0.9276707249070719, 1.7488754146364327, 8.284359311172992]"
147,"[147, 147, 147, 147]","[164, 321, 448, 553]","[21.599238894381585, 95.8845775065169, 28.95940897779718, 46.169961145407115]","[1.0237894336446751, 0.9236998122546984, 1.7079432293638006, 8.205369299624511]"
148,"[148, 148, 148, 148, 148]","[164, 289, 447, 553, 639]","[22.297844901493903, 95.57825711855466, 28.11500192969214, 43.61766177953018, 18.198226028620184]","[0.9544087566744989, 0.8799450439872923, 1.5507360614964782, 6.6265671095498915, 2.2095884973658477]"
149,"[149, 149, 149, 149, 149]","[164, 321, 446, 555, 639]","[22.709103905167524, 95.75972593998893, 25.023376325225797, 44.60158537079883, 20.601622089647094]","[0.9188797385889378, 0.8723527610196824, 1.4296841592386518, 5.53708170171416, 1.9536948978402229]"
150,"[150, 150, 150, 150, 150]","[164, 321, 447, 556, 635]","[21.05901114066731, 96.88778540135394, 15.449631125368683, 49.9452625403984, 21.96271323017413]","[0.8517676441736455, 0.8947309910294298, 1.4019244054904976, 5.440486359194923, 1.8109910076569655]"
151,"[151, 151, 151]","[164, 290, 556]","[20.909300912617994, 98.87035268719788, 48.6345853231162]","[0.8111280512033876, 0.8328980532468093, 5.4385811300603155]"
152,"[152, 152, 152]","[164, 290, 555]","[21.520536726704364, 84.88904628094386, 58.17756096830544]","[0.8382685139088144, 0.873947768432958, 5.243876790499814]"
153,"[153, 153, 153, 153, 153]","[14, 165, 292, 553, 632]","[11.350839914894834, 21.488952027907402, 69.76005420569194, 98.14465133229112, 38.465476611992926]","[30.75478159154238, 0.8133079231535592, 0.8489693009232167, 4.082360817135396, 1.3061485670843616]"
154,"[154, 154, 154, 154, 154]","[16, 165, 292, 482, 633]","[13.057380101956944, 20.79188851687246, 117.15222448826682, 97.11803908786146, 36.29510866245607]","[31.301603337730207, 0.7561679654298458, 0.7593173701140796, 2.64347197542983, 1.1803172687065773]"
155,"[155, 155, 155, 155, 155]","[17, 165, 313, 482, 633]","[13.742804678241601, 20.213445455105557, 121.12251028760662, 74.13992719779054, 34.5238622491388]","[30.847835387281414, 0.7191461577088399, 0.7212469479230659, 2.624907382661003, 1.1208269608643349]"
156,"[156, 156, 156, 156, 156]","[17, 165, 308, 482, 632]","[14.282943865233136, 20.494052290345593, 115.18727348374208, 73.67881566296086, 33.74241773662595]","[30.56943217920734, 0.7598523084347977, 0.7662993876840148, 2.626250679943233, 1.0840454326972115]"
157,"[157, 157, 157, 157, 157]","[18, 165, 307, 482, 631]","[15.434363192246636, 22.022590703836812, 113.94425457129287, 74.28832802075692, 34.34050863986033]","[31.221123964138872, 0.8019136349556136, 0.7595127744232856, 2.6168861064377147, 1.0400483960235276]"
158,"[158, 158, 158, 158, 158]","[18, 165, 303, 482, 630]","[16.074117983556945, 21.814486929794782, 121.000035088694, 74.84649011743869, 35.95672642393208]","[31.95917319268286, 0.844311466371078, 0.7554444124164675, 2.6144082818373056, 0.9811904013322325]"
159,"[159, 159, 159, 159, 159]","[18, 165, 305, 482, 629]","[15.53611073922379, 21.24231423847573, 121.52012197668327, 74.87926094029172, 37.31722166770544]","[33.058523461474714, 0.9129623023850457, 0.7376463765884259, 2.6180872061538487, 0.9261115566809657]"
160,"[160, 160, 160, 160, 160]","[18, 165, 304, 482, 628]","[15.259456075913755, 20.294613069361674, 126.97436349598127, 70.57200431365675, 40.31950037027457]","[33.04713079167015, 0.9181959802858707, 0.7106441877056312, 2.6395384160131727, 0.9229840353670665]"
161,"[161, 161, 161, 161, 161]","[18, 165, 305, 482, 627]","[15.203216727818353, 21.06813141403427, 90.87082437575407, 52.11733535353727, 43.0967155984132]","[33.12963846314126, 0.9349699966475604, 0.7149276022816274, 2.64871674321488, 0.9321294552336802]"
162,"[162, 162, 162, 162]","[18, 166, 482, 626]","[15.115669310441909, 22.58326906126655, 44.082025246272394, 48.138145894798186]","[32.013413688632504, 1.006444056184253, 2.6326948581333265, 0.9422447792627154]"
163,"[163, 163, 163, 163]","[19, 166, 482, 608]","[15.272584131904868, 22.415193715893025, 43.588762016443184, 54.64593475741799]","[29.94462524677337, 1.0133475406891708, 2.6378291388676374, 0.9338827483045572]"
164,"[164, 164, 164, 164, 164]","[18, 166, 360, 482, 605]","[14.83728092966821, 22.32365855480046, 32.52494962010172, 42.9995441495567, 55.50906636933075]","[28.199011848756882, 1.0446866627834868, 0.7256566180197256, 2.6314092016000354, 0.9530032073594596]"
165,"[165, 165, 165, 165, 165]","[18, 166, 360, 482, 608]","[14.400630488886963, 21.996892157663922, 32.181613929641856, 43.2695285482647, 55.16891373974829]","[28.2662187303303, 1.0897579716515646, 0.727911707641623, 2.595981075634859, 1.0469560373927274]"
166,"[166, 166, 166, 166, 166]","[18, 166, 303, 480, 611]","[14.188368812818007, 21.959694031518353, 42.709594132753296, 38.82838114335766, 53.08410487608296]","[28.371523925433447, 1.105235119588595, 0.788610126807133, 2.3941825382011634, 1.2703026463402145]"
167,"[167, 167, 167, 167, 167]","[18, 165, 303, 472, 613]","[14.212315563623426, 22.24479992005223, 38.36139005834269, 34.47293440646371, 50.506892080808484]","[28.48212339290158, 1.1287783169975938, 0.813821932250391, 1.1061611840900802, 1.6269842745918535]"
168,"[168, 168, 168, 168]","[18, 165, 305, 616]","[13.41820911655958, 22.844834606076176, 39.181822275691616, 42.921173145749094]","[30.393568839841418, 1.135107497799075, 0.7847293190456902, 2.2904291587582577]"
169,"[169, 169, 169, 169]","[18, 166, 358, 616]","[13.27477046280899, 23.256538119769345, 28.60742923101344, 44.76532704987062]","[31.91630011146977, 1.1178177271766352, 0.799573045314701, 2.50930681358416]"
170,"[170, 170, 170, 170]","[18, 166, 303, 614]","[13.94027227775475, 24.31890863715438, 42.89349006978176, 62.32557571328209]","[34.77773688764697, 1.0946189762338372, 0.7319233042535819, 2.6264622346663082]"
171,"[171, 171, 171]","[18, 166, 586]","[14.43445856056323, 24.292446109856712, 72.23656619196822]","[37.673921063470445, 1.0880404225936398, 2.89850569081065]"
172,"[172, 172, 172]","[19, 166, 588]","[14.579215155118247, 24.36066681622532, 71.99649821958496]","[39.53455310265274, 1.110104832159738, 3.0700890799207445]"
173,"[173, 173, 173, 173]","[18, 166, 490, 589]","[14.647878993081497, 24.021107096816934, 42.253063749642365, 75.38577896625145]","[39.74290989705963, 1.0726869902950962, 0.6616975350229333, 3.1871370317099847]"
174,"[174, 174, 174, 174]","[18, 166, 490, 622]","[14.316452692766141, 23.37627105661744, 27.608460154392787, 73.36018714316833]","[39.20651628176708, 1.073119001043609, 0.8264032731727661, 3.789924514954382]"
175,"[175, 175, 175, 175]","[17, 166, 491, 621]","[13.57243941783554, 23.953571352448478, 27.248342653096415, 70.690446195508]","[37.13958093742767, 1.040303319447979, 0.9113744128589664, 4.2404353293215475]"
176,"[176, 176, 176, 176]","[18, 166, 494, 621]","[13.714746086231383, 25.14029186085193, 27.44808485319129, 70.80141129685546]","[35.75615243637109, 1.057859965305877, 1.0663436288153054, 4.468556290900629]"
177,"[177, 177, 177, 177, 177]","[17, 166, 496, 622, 1147]","[12.835216138590305, 25.484476753421205, 26.28765212026059, 69.18420656320166, 74.88627180632557]","[34.41755116177691, 1.1303703950929367, 1.9297583840586778, 4.862767235226241, 0.43272571104806307]"
178,"[178, 178, 178, 178, 178]","[18, 166, 496, 620, 1148]","[13.678637667685841, 23.87594932414183, 25.73325838607201, 62.23881722252611, 77.14187088492781]","[33.13494220066812, 1.183962907116559, 2.8647731826653136, 5.801282898122557, 0.4539507529261695]"
179,"[179, 179, 179, 179, 179, 179]","[17, 165, 352, 496, 617, 1149]","[13.83290160133902, 23.0519496227258, 40.617113427298364, 25.59171601613656, 48.44449155866232, 73.18380623721214]","[32.666226437416036, 1.159628775741305, 0.7859984346772668, 3.290486258889083, 6.978604478277807, 0.551508328636608]"
180,"[180, 180, 180, 180, 180]","[17, 165, 497, 616, 1149]","[13.445721630668432, 22.92416400120365, 26.82322204909468, 42.18156448308116, 70.21712389891218]","[32.29313183881858, 1.1751453848446962, 4.873620530669238, 7.958992394414116, 0.5980853646041537]"
181,"[181, 181, 181, 181, 181]","[17, 165, 497, 615, 1151]","[14.278917867388092, 23.266567140252533, 29.21095615045607, 41.3546186553117, 46.45556991315766]","[32.126680859724424, 1.1460795560116204, 7.919827174704406, 8.888528513148671, 0.6274637536830847]"
182,"[182, 182, 182, 182, 182]","[17, 166, 499, 613, 1152]","[14.198346505184299, 24.100535912748313, 33.56183610849746, 47.534783894209, 48.148429482455185]","[34.32151183265402, 1.132944065456497, 10.96775304150161, 10.628640310292797, 0.6312844159928576]"
183,"[183, 183, 183, 183, 183]","[16, 166, 500, 596, 1152]","[13.54913780944398, 24.437495253836346, 33.079226988849825, 52.14747155312375, 47.74006246675549]","[35.85657047713402, 1.1660079882915821, 20.994852190067245, 13.933086963618239, 0.631257511105174]"
184,"[184, 184, 184, 184, 184]","[16, 166, 500, 592, 1152]","[13.265159742160249, 24.670727297501628, 34.642986991596445, 50.49518496520784, 46.86375140928317]","[35.93519166680368, 1.1524335237928067, 25.07943356256072, 15.363588288678727, 0.6304188528908381]"
185,"[185, 185, 185, 185, 185]","[16, 166, 500, 592, 1151]","[13.154473842732802, 24.165214011044014, 34.75147179088958, 49.934020119221714, 45.872154039653424]","[35.96147797631592, 1.1222922058355467, 25.098928593040576, 15.313880211817157, 0.6293661363201435]"
186,"[186, 186, 186, 186, 186]","[14, 166, 500, 592, 1151]","[11.795337275964954, 23.47401232218604, 34.68642468361355, 50.98663585711097, 45.18505745252946]","[34.86593789847914, 1.0848566535837643, 25.185510515223, 15.501021386459952, 0.6331864380698796]"
187,"[187, 187, 187, 187, 187]","[12, 165, 499, 593, 1152]","[10.392112234755675, 23.36172039875757, 34.373500598897465, 49.17673520554274, 44.6501840579715]","[31.41291118278915, 1.1157704349658766, 26.017210401061554, 17.666240137391195, 0.6322359768524958]"
188,"[188, 188, 188, 188]","[166, 499, 591, 1152]","[23.031033992977285, 33.95389538841641, 47.85115563582224, 43.13748989563578]","[1.1106235783776035, 27.287564089883304, 19.398835494077005, 0.6319543846041429]"
189,"[189, 189, 189, 189]","[166, 499, 591, 1153]","[22.270341767025826, 33.88645046442872, 49.12807865598086, 42.30782798297969]","[1.077292746554527, 27.515598979416986, 19.23959584773695, 0.6294269168551665]"
190,"[190, 190, 190, 190]","[166, 499, 591, 1156]","[22.28780846458261, 33.751997305478426, 48.61962402723168, 41.68290993575397]","[1.0720342929241835, 27.929889921788654, 19.3259082525604, 0.6059697820623575]"
191,"[191, 191, 191]","[166, 499, 592]","[22.370660754892555, 33.4593083664069, 46.546121936650934]","[1.0234275198092422, 28.871354905309815, 20.19461837537295]"
192,"[192, 192]","[499, 591]","[33.42495333129483, 45.595729877109875]","[29.24304823073075, 20.675250251904224]"
193,"[193, 193]","[499, 591]","[33.59866501656825, 45.33134681126728]","[29.031365666136296, 20.587746154381694]"
194,"[194, 194]","[499, 591]","[34.01111016303611, 44.43059886062076]","[27.991959582844427, 20.581541406055354]"
195,"[195, 195]","[499, 590]","[34.214529262576264, 42.033650525190524]","[27.25922958308948, 20.380594822378086]"
196,"[196, 196]","[499, 590]","[34.445237002144324, 40.072781517255066]","[26.848913183914057, 20.34529098286936]"
197,"[197, 197]","[499, 590]","[34.889516045674895, 37.844176698705155]","[24.731302636008458, 20.633519020967434]"
198,"[198, 198]","[499, 590]","[34.402127607522175, 36.49544427333012]","[22.085988298596373, 20.504263183239388]"
199,"[199, 199, 199]","[301, 498, 589]","[90.4906416009917, 34.48385501127399, 36.35218128630811]","[0.8163557016773091, 17.998657969554362, 16.656807491996997]"
200,"[200, 200, 200, 200]","[165, 301, 495, 588]","[20.99943040964959, 87.90739050369751, 31.84357575991794, 46.2632539569006]","[0.8117086629928497, 0.8060112025289639, 8.124694600713493, 10.339740195867378]"
201,"[201, 201, 201]","[301, 496, 591]","[88.81017895237392, 26.267925088808113, 49.81421929787359]","[0.8300837085618313, 5.394324118116518, 9.160353355783785]"
202,"[202, 202, 202, 202]","[166, 301, 496, 591]","[21.943006126434597, 85.25189276313193, 26.01517174380217, 48.69946010683395]","[0.8178352457645364, 0.9126145528738884, 5.354507476783757, 9.271934013206172]"
203,"[203, 203, 203, 203]","[165, 298, 496, 591]","[20.887669698965794, 75.05176766860973, 26.195858394576305, 45.255838425274874]","[0.8516665547604487, 1.061352807815547, 5.207618544697059, 9.198327755915537]"
204,"[204, 204, 204, 204]","[165, 299, 496, 594]","[18.945691112944502, 82.20691000216527, 26.774507220722228, 47.27302634440741]","[0.817373736028498, 1.1017958185190415, 4.057440091112596, 6.027959127508357]"
205,"[205, 205, 205, 205, 205]","[15, 166, 303, 496, 599]","[12.499506277624905, 20.860999996779043, 88.0767698457932, 27.338986963770594, 39.880497379349094]","[25.475114151160447, 0.813585761019221, 1.018604765418944, 2.8897184622180974, 5.123517685330079]"
206,"[206, 206, 206, 206, 206]","[16, 166, 305, 496, 599]","[12.85437663710986, 21.67684887720938, 91.27574008264185, 27.40813065986316, 38.59005627144779]","[25.906133619193657, 0.8655414053932979, 1.021594730143574, 2.7029473642847552, 5.024530489332963]"
207,"[207, 207, 207, 207, 207]","[16, 166, 304, 496, 598]","[13.584593849724188, 20.735917918386207, 96.55665698912816, 27.19535930830034, 38.66308503507207]","[28.786762572601575, 0.8949297535069336, 1.0226028561746514, 1.9840159996505644, 4.645733856592856]"
208,"[208, 208, 208, 208, 208]","[19, 166, 284, 511, 599]","[15.823350813832072, 20.803390732757805, 95.56373466042436, 39.03062536485578, 38.62519320117735]","[30.169340647682212, 0.9437676449715335, 1.0361986627554964, 1.1397580121723772, 3.5667854344806735]"
209,"[209, 209, 209, 209, 209]","[19, 166, 283, 518, 601]","[16.021395053463372, 21.055396277275634, 94.24563116898946, 33.65805770741349, 35.963721254966345]","[33.53144169617863, 1.008666883560996, 1.0653869255553465, 1.0801153437392188, 3.2912717810505914]"
